object_id,target,pred_cat
Dornhoth_anwar_melethron,0,0.11753168501138653
Dornhoth_archam_grond,0,0.016923282124721967
Dornhoth_certh_iaun,0,0.017097826700903037
Dornhoth_drafn_celon,0,0.05872312882165904
Dornhoth_fervain_onodrim,0,0.016160665707966745
Dornhoth_galadh_ylf,0,0.04179660885676849
Dornhoth_gwend_nagol,0,0.005479815785639204
Dornhoth_hervenn_tathar,0,0.0077884630036852585
Dornhoth_inias_gond,0,0.007437642519108889
Dornhoth_lavan_ank,0,0.007318888403599862
Dornhoth_pennas_emel,0,0.0020592050924396863
Dornhoth_rist_lalaith,0,0.010354785069160703
Dornhoth_salab_corch,0,0.05423888800250967
Dornhoth_thurin_gwaloth,0,0.012241386821369347
Druadan_galadhrim_narthan,0,0.042340825629531585
Druadan_galas_Eluwaith,0,0.0014643905385364796
Druadan_galas_ram,0,0.8098049600417879
Druadan_lorn_morgul,0,0.02939772600723391
Druadan_rodwen_bragol,1,0.4423202106428991
Druadan_romru_araf,0,0.006562809485744906
Druadan_tachol_aranarth,0,0.028327500286842604
Druadan_tavor_fae,0,0.02689491006331635
Elrim_cair_amon,0,0.005023805103088106
Elrim_firiel_soga,0,0.052813314382044514
Elrim_hal_amarth,0,0.0064835811384651556
Elrim_harad_menel,1,0.8622237830812622
Elrim_heledir_fervain,0,0.11053687083441836
Elrim_melethril_thul,0,0.0014783276805134832
Elrim_nana_dagnir,0,0.0014519118655769243
Elrim_sirion_hwiniol,0,0.009426367084004865
Eluwaith_Druadan_cuin,0,0.0034639656505425416
Eluwaith_amarth_iar,0,0.0008598299204980812
Eluwaith_cyron_hwiniol,0,0.01301028455585447
Eluwaith_faradrim_haudh,0,0.02115932553881216
Eluwaith_lain_curunir,0,0.06836928827401384
Eluwaith_nestad_in,0,0.008921456811677112
Eluwaith_nost_magol,0,0.034338218261222346
Eluwaith_rom_andrann,0,0.09440752675338182
Eluwaith_tathar_gwend,0,0.005368005772750539
Ennor_Tawarwaith_paich,0,0.024841958294830206
Ennor_aduial_thavron,0,0.003139599836845393
Ennor_imloth_morgul,1,0.9143888686675623
Ennor_nimp_rovalug,0,0.003724295727432995
Eru_alae_nath,0,0.003011725721949637
Eru_gwathui_Mirion,0,0.08951163324554086
Eru_iaun_rodwen,0,0.0075605374438730884
Eru_lasguil_lossen,0,0.09851522726286521
Eru_meldir_ulug,0,0.011456239926737034
Eru_mithren_aras,0,0.22549563440531614
Eru_saelor_tegilbor,1,0.8009084376751842
Gonhir_achad_melethril,0,0.028144768029917434
Gonhir_fast_romru,1,0.89559814834326
Gonhir_fervain_ah,0,0.01774494374321934
Gonhir_limlug_harad,0,0.10887220554304748
Gonhir_rochir_Mirion,0,0.009520604073414455
Gonhir_thavron_maen,0,0.002994751313921128
Gwathuirim_drego_lebdas,0,0.013378295088819617
Gwathuirim_gwanur_hu,0,0.03966449799590933
Gwathuirim_hwiniol_celon,0,0.00433902378867863
Gwathuirim_meldir_fuin,1,0.5666094176711824
Gwathuirim_mund_ram,0,0.008766253686833446
Gwathuirim_rochir_drafn,0,0.006695384523934652
Ithil_caras_hadhod,0,0.005524728244011695
Ithil_eglan_melethril,0,0.04452242431246904
Ithil_fern_maen,0,0.010904980683719269
Ithil_fuin_salph,0,0.006585430953041349
Ithil_law_galas,0,0.17339088696383131
Ithil_menel_agar,0,0.003518976793924166
Ithil_minas_elvellon,0,0.040452583152558376
Ithil_sogannen_glandagol,0,0.0024732292442668897
Ithil_tobas_rodwen,0,0.1446278577738034
Ithil_uan_hub,0,0.01206126044062511
Ithil_uanui_Eluwaith,0,0.1703269517308163
Mirion_adar_Druadan,0,0.022658417701663824
Mirion_baug_angos,0,0.0014160837981610777
Mirion_galadh_heledh,0,0.05579615284674138
Mirion_gwathui_lebdas,0,0.0008979472155451274
Mirion_gwathui_thor,0,0.0036477386963709602
Mirion_ingem_ank,0,0.013812947809637825
Mirion_lain_iaun,0,0.0012251187241052303
Mirion_lalaith_neledh,0,0.13406600813822622
Mirion_lunt_fae,0,0.04226923896906137
Mirion_malad_adar,0,0.02313332141826194
Mirion_saer_curunir,0,0.019992412603712068
Mithrim_alae_cund,1,0.09872796170954838
Mithrim_firion_achas,0,0.015111558365165445
Mithrim_haudh_pethron,0,0.003522275343117309
Mithrim_ira_fae,0,0.027788903603827537
Mithrim_lam_anann,0,0.005773005662570805
Mithrim_lang_elvellon,0,0.5300324329464284
Mithrim_mereth_rom,0,0.8098091294490858
Mithrim_merilin_gwachaedir,0,0.0030593523235992446
Mithrim_mund_gas,0,0.028234720396670215
Mithrim_pess_midh,0,0.3829821382848272
Rochirrim_aiglos_achas,0,0.0921549561977485
Rochirrim_araf_nim,0,0.0009571653276187913
Rochirrim_araf_nimp,0,0.08375631175169966
Rochirrim_dunadan_annon,0,0.07462706578677192
Rochirrim_gwael_muinthel,0,0.000252794009397369
Rochirrim_haeron_cenedril,0,0.015613357230037121
Rochirrim_lang_hador,0,0.005025287363502239
Rochirrim_lebdas_pethron,0,0.24924170426590475
Rochirrim_navaer_luithien,0,0.01421588861717465
Rochirrim_nost_aes,0,0.06754055498581774
Rochirrim_pennas_fervain,0,0.2185757770703781
Rochirrim_pent_gil,0,0.038212658067277326
Rochirrim_raegdan_tavor,0,0.018817296100245594
Rochirrim_rust_adab,0,0.0029903372066858716
Sindarin_araf_pilin,1,0.883652382756259
Sindarin_cund_amloth,0,0.003715768624288509
Sindarin_elu_ah,0,0.0021419649731585374
Sindarin_gwachaedir_lachenn,0,0.0008454432360690729
Sindarin_lalaith_bregedur,0,0.01697136439091587
Sindarin_lam_dunedhel,0,0.1836552417479359
Sindarin_minas_fervain,0,0.007771636843498131
Sindarin_rusc_glamog,0,0.011269545824576987
Tawarwaith_Gwathuirim_cabed,0,0.20574152703970697
Tawarwaith_cabed_aeglir,0,0.025643196607542437
Tawarwaith_gaw_in,0,0.6155960853374042
Tawarwaith_melethril_drego,0,0.03174988390347841
Tawarwaith_puig_morn,0,0.013230483314935385
Tawarwaith_raegdan_nost,0,0.021484545419813032
Tawarwaith_rovalug_mund,0,0.002300931956915498
ablad_dam_roch,0,0.0012921717374995698
ablad_maen_aranarth,0,0.1034893060709906
ablad_puig_manadh,0,0.1552699060783421
ablad_vin_faen,1,0.6044305946751184
achad_adan_balrog,0,0.522857711271261
achad_corch_nothrim,0,0.013920240714509395
achad_fae_eilian,0,0.020560485532654205
achad_gwaloth_pilin,0,0.007723796369456732
achad_minas_adan,0,0.045877214935132686
achad_thamas_hend,0,0.006868035278180552
acharn_adel_baug,0,0.002753400649271959
acharn_firion_morn,0,0.004642751399226515
acharn_lend_Mithrim,0,0.007065763143436217
acharn_magol_nadhras,0,0.0012062955812719952
acharn_nost_mil,0,0.48590585722728563
acharn_per_gwaloth,1,0.588300885889169
acharn_uir_bregedur,0,0.53572168712777
achas_eilian_lossen,0,0.015549064224386946
achas_grond_pilin,0,0.17099155546394484
achas_hal_nana,0,0.03420147857947377
achas_hwiniol_nothrim,0,0.019045089317330777
achas_iar_gaur,0,0.0029412003179277446
achas_lavan_saig,0,0.9036398707942699
achas_riel_braig,0,0.02127008883712653
achas_rom_cair,0,0.011184213629095507
achas_saer_hand,1,0.5926890298169192
achas_salab_cenedril,0,0.0058459473192043155
adab_Gonhir_gwanur,0,0.006419616769885859
adab_amdir_gli,0,0.09192767602578243
adab_cabor_gwaun,0,0.24845799205443425
adab_drafn_amloth,0,0.002898931055850234
adab_faun_aith,0,0.48575956486111704
adab_magol_cyron,0,0.0016410739067242383
adab_peredhel_hend,0,0.07973327975156183
adab_rach_pess,0,0.00496319146605676
adab_rochben_lathron,0,0.07653502992386227
adab_thul_rust,1,0.1318895891708873
adan_Druadan_annon,0,0.007560862657071658
adan_cae_morgul,0,0.10681982777945957
adan_fern_nothrim,0,0.39294719764768865
adan_galad_alagos,0,0.00021597132287418238
adan_lachenn_gwanur,0,0.0006018051428564529
adan_lhug_hervess,0,0.01958857850947338
adan_rom_alae,0,0.0009202396947758059
adar_amlug_eryn,0,0.007831026002701419
adar_ang_eredh,0,0.0015767388959210835
adar_glass_cenedril,0,0.012284593235962392
adar_hadhod_soga,0,0.022794558505882877
adar_inias_hand,0,0.03662258741639648
adar_lam_rist,0,0.042136847043086914
adar_law_agor,0,0.008024366282162953
adar_maethor_lasguil,0,0.0037496957135530074
adel_draug_gas,0,0.003913875290057448
adel_glae_melethron,0,0.10073483890182564
adel_nimp_toll,0,0.039074137870851164
adel_pethron_imrad,1,0.8355957945939723
adel_tirith_riel,0,0.007475608450417489
aderthad_cair_agar,0,0.0009243392115281651
aderthad_cirdan_Eluwaith,0,0.4216900915021644
aderthad_cuil_nimbrethil,0,0.12071888311827858
aderthad_nimbrethil_gellui,0,0.26031305160098756
aderthad_ulug_nadhras,0,0.001546807121473641
aduial_anann_aphadrim,0,0.22779575297638877
aduial_gli_hast,0,0.0039725618451314495
aduial_malad_gorn,0,0.4508590997658169
aduial_mindon_harad,0,0.04710642653169343
aduial_nur_luith,0,0.042451804448599785
aear_agarwaen_cund,0,0.00033931397405177375
aear_aiglos_nadhras,0,0.10602147791375041
aear_glamog_rodwen,0,0.12570626273888547
aear_glass_morn,0,0.006652470050799616
aear_lunt_nana,0,0.06448576485251771
aear_morgul_heleg,0,0.0316405409564881
aear_salab_cuin,0,0.0051847942679884695
aegas_Druadan_gli,0,0.22594362857120842
aegas_ank_ungol,0,0.08426365939120292
aegas_gaw_navaer,0,0.004673804589570846
aegas_ryn_imlad,0,0.04253546940234567
aegas_tobas_dunedhel,0,0.013546614193174548
aeglir_Dornhoth_adan,0,0.034593826922063454
aeglir_certh_bregedur,0,0.027127105873761315
aeglir_min_graw,0,0.10765676229849182
aerlinn_Elrim_alph,0,0.51232763074792
aerlinn_Eru_cenedril,0,0.005691019544870147
aerlinn_aduial_aear,0,0.04565682721580008
aerlinn_gwarth_thor,0,0.06358987566840552
aerlinn_hand_gul,0,0.0036564901560577454
aerlinn_heron_luith,1,0.1941375819909946
aerlinn_laer_aith,0,0.018322237641060758
aerlinn_nadhras_cund,0,0.0022688152866044502
aerlinn_nagol_bellas,0,0.12074181136032074
aerlinn_raef_nimbrethil,0,0.0919591929947895
aerlinn_saer_nell,0,0.01773767136607641
aerlinn_sirion_gli,0,0.014407831330198975
aerlinn_ylf_lagor,0,0.08177222721747804
aeruil_corch_min,1,0.6171526930565856
aeruil_cugu_rach,0,0.00551093623441525
aeruil_rust_harad,0,0.016979346362310514
aeruil_tavor_ogol,0,0.15459842228662568
aes_baug_lobor,0,0.030327183690560103
aes_eglan_glae,0,0.11230765552689316
aes_espalass_iphant,0,0.02740613237949951
aes_faun_melethron,0,0.07811237705432303
aes_hub_law,0,0.030785913786559076
aes_lavan_adan,0,0.3128984113055355
aes_lorn_pendrath,0,0.023397698856788184
aes_min_uan,0,0.03479707435348972
aes_minai_fervain,0,0.015513510039219443
aes_perian_fae,0,0.004099771246355155
aes_rhovan_erchion,0,0.07958571456967745
aes_sammar_thul,0,0.04359025776611813
agar_Tawarwaith_Sindarin,0,0.054267652719785495
agar_badhor_agarwaen,0,0.0039869642718378465
agar_cugu_glaur,0,0.0016590507146322046
agar_graw_pethron,0,0.18426680006582735
agar_iar_glandagol,0,0.006890138156209789
agar_neledh_imrath,0,0.1828857122202779
agarwaen_Elrim_muinthel,0,0.11967593816444767
agarwaen_cund_rhosc,0,0.8830901065224729
agarwaen_galadh_galadhrim,0,0.013563961107615949
